,Adult,Genres,Id,Imdb Id,Keywords,Production Companies,Production Countries,Release Date,Year,Tagline,Title,Budget,Popularity,Runtime,Vote Average,Vote Count,New Key,Worldwide,Domestic,Foreign
1147,False,"['Comedy', 'Romance', 'Drama']",4951,tt0147800,"['shakespeare', 'sister', 'high school', 'cannabis', 'deception', 'teen movie', 'shrew', 'archery', 'opposites attract', 'duringcreditsstinger', 'teenage romance', 'play adaptation']","['Mad Chance', 'Jaret Entertainment', 'Touchstone Pictures']",['United States of America'],3/30/1999,1999,How do I loathe thee? Let me count the ways.,10 Things I Hate About You,16000000,12.069966,97.0,7.3,1768.0,"['shakespeare', 'sister', 'high school', 'cannabis', 'deception', 'teen movie', 'shrew', 'archery', 'opposites attract', 'duringcreditsstinger', 'teenage romance', 'play adaptation']",53478166,38178166,15300000
1148,False,['Comedy'],8970,tt0129280,"['new york city', 'remake', 'travel', 'misfortune']","['Paramount Pictures', 'Cherry Alley Productions']",['United States of America'],4/2/1999,1999,"They fell in love 24 years ago... and in the next 24 hours, they'll remember why.",The Out-of-Towners,75000000,9.019881,90.0,5.1,46.0,"['new york', 'travel']",28544120,28544120,
1149,False,"['Crime', 'Comedy', 'Thriller']",9430,tt0139239,"['ecstasy', 'drug dealing', 'drug', 'reference to family circus', 'high', 'bisexual man']",['Columbia Pictures'],['United States of America'],4/9/1999,1999,A weekend wasted is never a wasted weekend.,Go,6500000,8.344282000000002,98.0,7.0,198.0,"['ecstasy', 'drug dealing', 'drug', 'reference to family circus', 'high', 'bisexual man']",28451622,16943454,11508168
1150,False,"['Romance', 'Comedy', 'Drama']",11355,tt0151738,"['chicago', 'journalist', 'newspaper', 'undercover', 'entrapment', 'kiss', 'nerd', 'high school', 'party', 'love', 'prank', 'prom', 'reporter', 'teenager', 'humiliation']","['Fox 2000 Pictures', 'Bushwood Pictures', 'Never Been Kissed Productions']",['United States of America'],4/9/1999,1999,A Comedy With Class.,Never Been Kissed,25000000,7.257678999999999,107.0,5.8,378.0,"['chicago', 'journalist', 'newspaper', 'undercover', 'entrapment', 'kiss', 'nerd', 'high school', 'party', 'love', 'prank', 'prom', 'reporter', 'teenager', 'humiliation']",84565230,55474756,29090474
1151,False,"['Comedy', 'Drama', 'Thriller']",9465,tt0126250,"['suicide', 'mississippi', 'small town', 'suspicion of murder', 'theatre milieu']","['October Films', 'Moonstone Entertainment', 'Elysian Dreams', 'Kudzu']",['United States of America'],1/22/1999,1999,"Welcome to Holly Springs... home of murder, mayhem and catfish enchiladas.",Cookie's Fortune,10000000,3.380684,118.0,6.2,35.0,"['suicide', 'mississippi', 'small town', 'suspicion of murder', 'theatre milieu']",10920544,10920544,
1153,False,"['Comedy', 'Crime']",6522,tt0123964,"['mississippi river', 'racist', 'bootlegging', 'criminal', 'life imprisonment', '1930s']","['Imagine Entertainment', 'Universal Pictures']",['United States of America'],4/16/1999,1999,Share it with someone you love.,Life,80000000,7.579444,108.0,6.4,179.0,"['mississippi', 'racist', 'bootlegging', 'criminal']",73475268,64016268,9459000
1156,False,"['Comedy', 'Romance']",39964,tt0120836,"['restaurant', 'neighbor', 'dog', 'ring']","['Alcon Entertainment', 'Dinamo Entertainment']",['United States of America'],4/23/1999,1999,A comedy about a guy who would do anything to get the girl of his dreams - and did!,Lost & Found,1,1.3370959999999998,95.0,4.9,26.0,"['restaurant', 'neighbor', 'dog']",6552255,6552255,
1157,False,"['Comedy', 'Drama']",12596,tt0120797,"['competition', 'airport', 'air controller', 'adversary', 'long island', 'air traffic control', 'air traffic controller']","['Regency Enterprises', 'Fox 2000 Pictures', 'Art Linson Productions', 'Dogstar Films', 'Taurus Film', '3 Miles Apart Productions Ltd.']","['Germany', 'United States of America']",4/23/1999,1999,A comedy about losing control,Pushing Tin,33000000,7.073467,124.0,5.7,117.0,"['competition', 'airport', 'air controller']",8408835,8408835,
1159,False,"['Action', 'Thriller', 'Science Fiction', 'Horror']",1946,tt0120907,"['video game', 'hacker', 'bodyguard', 'pop star', 'virtual reality', 'dystopia']","['Alliance Atlantis Communications', 'Natural Nylon Entertainment', 'Serendipity Point Films', 'Téléfilm Canada', 'The Harold Greenberg Fund', 'The Movie Network', 'Union Générale Cinématographique', 'Canadian Television Fund']","['Canada', 'France', 'United Kingdom']",4/14/1999,1999,Play it. Live it. Kill for it.,eXistenZ,15000000,11.446138,97.0,6.7,487.0,"['video game', 'hacker', 'bodyguard', 'pop star', 'virtual reality', 'dystopia']",2856712,2856712,
1160,False,"['Romance', 'Drama', 'Mystery']",1844,tt0137494,"['london england', 'skyscraper', 'burglar', 'distrust', 'undercover', 'blackmail', 'nudity', 'thief', 'heist', 'older man younger woman relationship', 'art thief', 'criminal', 'art theft', 'millennium', 'gala']","['Fountainbridge Films', 'Regency Enterprises']","['United Kingdom', 'United States of America']",4/29/1999,1999,The trap is set.,Entrapment,66000000,10.62333,112.0,6.0,613.0,"['london england', 'skyscraper', 'burglar', 'distrust', 'undercover', 'blackmail', 'nudity', 'thief', 'heist', 'older man younger woman relationship', 'art thief', 'criminal', 'art theft', 'millennium', 'gala']",212404396,87704396,124700000
1161,False,"['Thriller', 'Comedy', 'Horror']",6552,tt0138510,"['teenager', 'attic', 'knitting needle', 'noise complaint', 'crawling hand', 'angel costume', 'trowel', 'bass guitarist']","['Columbia Pictures Corporation', 'Team Todd']",['United States of America'],4/30/1999,1999,The touching story of a boy and his right hand.,Idle Hands,25000000,6.851628,92.0,6.1,183.0,"['teenager', 'attic', 'knitting needle', 'noise complaint', 'crawling hand', 'angel costume', 'trowel', 'bass guitarist']",4152230,4152230,
1163,False,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",8592,tt0099422,"['corruption', 'crime fighter', 'gangster boss', 'investigation', 'based on comic']",['Touchstone Pictures'],['United States of America'],6/15/1990,1990,Their turf. Their game. Their rules. They didn't count on HIS law...,Dick Tracy,47000000,8.304775999999999,103.0,5.9,258.0,"['corruption', 'crime fighter', 'gangster boss', 'investigation', 'based on comic']",162738726,103738726,59000000
1164,False,"['Adventure', 'Action', 'Fantasy']",564,tt0120616,"['library', 'secret passage', 'cairo', 'egypt', 'pastor', 'pyramid', 'sandstorm', 'solar eclipse', 'mummy', 'foreign legion', 'nile', 'secret society', 'treasure hunt', 'remake', 'ancient egypt', 'opposites attract']","['Universal Pictures', 'Alphaville Films']",['United States of America'],4/16/1999,1999,The legend you know. The adventure you have yet to imagine.,The Mummy,80000000,23.984065,124.0,6.6,2796.0,"['library', 'secret passage', 'cairo', 'egypt', 'pastor', 'pyramid', 'sandstorm', 'solar eclipse', 'mummy', 'foreign legion', 'nile', 'secret society', 'treasure hunt', 'remake', 'ancient egypt', 'opposites attract']",415933406,155385488,260547918
1165,False,"['Fantasy', 'Drama', 'Comedy', 'Romance']",10210,tt0140379,"['shakespeare', 'fairy', 'lover', 'promise', 'luck']","['Fox Searchlight Pictures', 'Regency Enterprises', 'Taurus Film']","['Italy', 'United States of America', 'United Kingdom']",4/25/1999,1999,Hold on to Your Heart. Cupid is Armed and Dangerous.,A Midsummer Night's Dream,11000000,6.078792,116.0,6.4,95.0,"['shakespeare', 'fairy', 'lover', 'promise', 'luck']",16071990,16071990,
1167,False,"['Adventure', 'Action', 'Science Fiction']",1893,tt0120915,"['prophecy', 'senate', 'queen', 'taskmaster', 'galaxy', 'apprentice', 'taxes']",['Lucasfilm'],['United States of America'],5/19/1999,1999,Every generation has a legend. Every journey has a first step. Every saga has a beginning.,Star Wars: Episode I - The Phantom Menace,115000000,15.649091,136.0,6.4,4526.0,"['prophecy', 'senate', 'queen', 'taskmaster', 'galaxy', 'apprentice', 'taxes']",924305084,431088295,493216789
1169,False,"['Romance', 'Comedy', 'Drama']",509,tt0125439,"['london england', 'bookshop', 'birthday', 'new love', 'film maker', 'paparazzi', 'press conference', 'wheelchair', 'bath tub', 'cohabitant', 'friendship', 'fame', 'celebration', 'movie star']","['Bookshop Productions', 'Notting Hill Pictures', 'Working Title Films', 'Polygram Filmed Entertainment']","['United Kingdom', 'United States of America']",5/13/1999,1999,Can the most famous film star in the world fall for the man on the street?,Notting Hill,42000000,9.874043,124.0,7.0,1309.0,"['london england', 'bookshop', 'birthday', 'new love', 'film maker', 'paparazzi', 'press conference', 'wheelchair', 'bath tub', 'cohabitant', 'friendship', 'fame', 'celebration', 'movie star']",363889678,116089678,247800000
1170,False,"['Thriller', 'Science Fiction', 'Mystery']",1090,tt0139809,"['artificial intelligence', 'simulation', 'computer program', 'virtual reality', 'dystopia', 'murder']","['Columbia Pictures', 'Centropolis Film Productions']",['United States of America'],4/16/1999,1999,Question reality. You can go there even though it doesn't exist.,The Thirteenth Floor,16000000,9.356587,100.0,6.8,381.0,"['artificial intelligence', 'simulation', 'computer program', 'virtual reality', 'dystopia', 'murder']",18564088,11916661,6647427
1175,False,"['Adventure', 'Comedy', 'Crime', 'Science Fiction']",817,tt0145660,"['saving the world', 'moon', 'submarine', 'clone', 'spy', 'cia', 'showdown', 'android', 'usa president', 'exotic island', 'cat', 'lasergun', 'nasa', 'undercover', 'space marine', 'car journey', 'auto', 'time travel', 'supermodel', 'single', 'aftercreditsstinger']",['New Line Cinema'],['United States of America'],6/8/1999,1999,"I'm back, baby!",Austin Powers: The Spy Who Shagged Me,33000000,13.984182,95.0,6.1,1034.0,"['saving the world', 'moon', 'submarine', 'clone', 'spy', 'cia', 'showdown', 'android', 'usa president', 'exotic island', 'cat', 'lasergun', 'nasa', 'undercover', 'space marine', 'car journey', 'auto', 'time travel', 'supermodel', 'single', 'aftercreditsstinger']",312016928,206040086,105976842
1177,False,"['Adventure', 'Animation', 'Drama', 'Family']",37135,tt0120855,"['gorilla', 'baby', 'adoption', 'feral child', 'nest', 'animation', 'jungle', 'camp']",['Walt Disney Pictures'],['United States of America'],6/18/1999,1999,An immortal legend. As you've only imagined.,Tarzan,150000000,12.453452,88.0,7.1,1715.0,"['gorilla', 'baby', 'adoption', 'feral child', 'nest', 'animation', 'jungle', 'camp']",448191819,171091819,277100000
1178,False,"['Crime', 'Drama', 'Mystery', 'Thriller']",2275,tt0144214,"['suicide', 'detective', 'based on novel', 'bondage', 'general', 'paranoia', 'nudity', 'investigation', 'politics', 'murder', 'betrayal', 'conspiracy', 'gang rape', 'father daughter relationship', 'videotape']","['Paramount Pictures', 'Krane Entertainment', 'Neufeld Rehme Productions']","['Germany', 'United States of America']",6/18/1999,1999,Go behind the lies.,The General's Daughter,60000000,14.039654999999998,116.0,6.1,209.0,"['suicide', 'detective', 'based on novel', 'bondage', 'general', 'paranoia', 'nudity', 'investigation', 'politics', 'murder', 'betrayal', 'conspiracy', 'gang rape', 'father daughter relationship', 'videotape']",149705852,102705852,47000000
1180,False,"['Comedy', 'Drama']",9032,tt0142342,"['bachelor', 'law', 'vomit', 'syracuse university', 'law school', 'young boy', 'politically incorrect', 'wetting pants', 'central park', 'public urination', 'responsibility']",['Columbia Pictures'],['United States of America'],6/25/1999,1999,Nature called. Look who answered.,Big Daddy,34200000,8.011869,93.0,6.2,898.0,"['bachelor', 'law', 'vomit', 'syracuse university', 'law school', 'young boy', 'politically incorrect', 'wetting pants', 'central park', 'public urination', 'responsibility']",234801895,163479795,71322100
1181,False,"['Comedy', 'Horror']",6488,tt0099052,"['small town', 'outbreak', 'exterminator', 'spider bite', 'creature feature', 'spider queen', 'animal attack', 'spiders', 'invasive species', 'arachnophobia', 'animal horror']","['Amblin Entertainment', 'Hollywood Pictures', 'Tangled Web Productions']",['United States of America'],8/9/1990,1990,"Eight legs, two fangs, and an attitude.",Arachnophobia,31000000,5.418428,103.0,6.2,445.0,"['small town', 'outbreak', 'exterminator', 'spider bite', 'creature feature', 'spider queen', 'animal attack', 'spiders', 'invasive species', 'arachnophobia', 'animal horror']",53208180,53208180,
1182,False,"['Animation', 'Comedy', 'Music']",9473,tt0158983,"['gay', 'mount rushmore national memorial', 'swear word', 'hell', 'world supremacy', 'elementary school', 'saddam hussein', 'blood splatter', 'atheist', 'sequel', 'surrealism', 'friends who hate each other', 'satan', 'based on tv series', 'cartoon sex', 'child swearing', 'visions of hell', 'shot to death', 'demon', 'adult animation']","['Paramount Pictures', 'Scott Rudin Productions', 'Comedy Central', 'Warner Bros.', 'Comedy Central Films', 'Comedy Partners']",['United States of America'],6/30/1999,1999,UH-OH.,"South Park: Bigger, Longer & Uncut",21000000,11.818055,81.0,7.1,916.0,"['gay', 'mount rushmore national memorial', 'swear word', 'hell', 'world supremacy', 'elementary school', 'saddam hussein', 'blood splatter', 'atheist', 'sequel', 'surrealism', 'friends who hate each other', 'satan', 'based on tv series', 'cartoon sex', 'child swearing', 'visions of hell', 'shot to death', 'demon', 'adult animation']",83137603,52037603,31100000
1183,False,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Western']",8487,tt0120891,"['steampunk', 'based on tv series', 'steam locomotive']","['Warner Bros.', 'Peters Entertainment', 'Sonnenfeld Josephson Worldwide Entertainment']",['United States of America'],6/29/1999,1999,It's a whole new west.,Wild Wild West,170000000,9.887602,106.0,5.1,1042.0,"['steampunk', 'based on tv series', 'steam locomotive']",222104681,113804681,108300000
1185,False,"['Comedy', 'Romance']",2105,tt0163651,"['graduation', 'innocence', 'coming of age', 'teenager', 'high school student', 'pie', 'teen comedy', 'teenage sexuality', 'exchange student', 'sitting on a toilet', 'voyeurism', 'virginity', 'laxative']","['Universal Pictures', 'Summit Entertainment', 'Newmarket Capital Group']",['United States of America'],7/9/1999,1999,There's nothing like your first piece.,American Pie,11000000,18.344227,95.0,6.4,2358.0,"['graduation', 'innocence', 'coming of age', 'teenager', 'high school student', 'pie', 'teen comedy', 'teenage sexuality', 'exchange student', 'sitting on a toilet', 'voyeurism', 'virginity', 'laxative']",235483004,102561004,132922000
1186,False,"['Drama', 'Thriller', 'Mystery']",1073,tt0137363,"['bomb', 'terrorist', 'fbi', 'professor', 'paranoia', 'college', 'wife', 'politics', 'army', 'murder', 'suspense', 'neighbor', 'agent', 'blueprint', 'classified']","['Lakeshore Entertainment', 'Screen Gems', 'Arlington Road Productions Corporation', 'Samuelson Productions']",['United States of America'],3/19/1999,1999,Your Paranoia Is Real.,Arlington Road,21500000,8.605659,117.0,7.0,246.0,"['bomb', 'terrorist', 'fbi', 'professor', 'paranoia', 'college', 'wife', 'politics', 'army', 'murder', 'suspense', 'neighbor', 'agent', 'blueprint', 'classified']",41067311,24756177,16311134
1187,False,"['Fantasy', 'Comedy', 'Science Fiction', 'Family']",10208,tt0158811,"['puppetry', 'the muppets']",['Columbia Pictures'],['United States of America'],7/14/1999,1999,Space. It's not as deep as you think.,Muppets from Space,24000000,7.531667999999999,87.0,5.8,94.0,['puppet'],22323612,16625807,5697805
1188,False,"['Horror', 'Mystery']",2667,tt0185937,"['witch', 'voodoo', 'legend', 'sorcery', 'maryland', 'forest', 'footage', 'horror', 'true', 'student', 'lost', 'found footage']","['Artisan Entertainment', 'Haxan Films']",['United States of America'],7/14/1999,1999,The scariest movie of all time is a true story.,The Blair Witch Project,60000,14.838385999999998,81.0,6.3,1090.0,"['witch', 'voodoo', 'legend', 'sorcery', 'maryland', 'forest', 'footage', 'horror', 'true', 'student', 'lost', 'found footage']",248639099,140539099,108100000
1190,False,"['Mystery', 'Drama']",345,tt0120663,"['life and death', 'sexual obsession', 'free love', 'heterosexual', 'christmas party', 'eroticism', 'orgy', 'masked ball', 'marijuana']","['Hobby Films', 'Pole Star', 'Stanley Kubrick Productions', 'Warner Bros.']","['United Kingdom', 'United States of America']",7/14/1999,1999,Cruise. Kidman. Kubrick.,Eyes Wide Shut,65000000,13.268484,159.0,7.1,1266.0,"['life and death', 'sexual obsession', 'free love', 'heterosexual', 'christmas party', 'eroticism', 'orgy', 'masked ball', 'marijuana']",162091208,55691208,106400000
