,Id,Title,New Key
3564,22500,Gandahar,nudity
3564,22500,Gandahar,utopia
3564,22500,Gandahar,invasion
3564,22500,Gandahar,surrealism
3564,22500,Gandahar,robot
3565,10246,Porky's,male nudity
3565,10246,Porky's,female nudity
3565,10246,Porky's,sex
3565,10246,Porky's,florida
3565,10246,Porky's,virgin
3565,10246,Porky's,nudity
3565,10246,Porky's,stripper
3565,10246,Porky's,redneck
3565,10246,Porky's,school
3565,10246,Porky's,loss of virginity
3565,10246,Porky's,hijinks
3565,10246,Porky's,racism
3565,10246,Porky's,teenager
3565,10246,Porky's,lust
3565,10246,Porky's,mischief
3565,10246,Porky's,peeping tom
3565,10246,Porky's,teaching
3565,10246,Porky's,misadventure
3565,10246,Porky's,duringcreditsstinger
3565,10246,Porky's,voyeur
3565,10246,Porky's,canuxploitation
3566,19698,Porky's II: The Next Day,ku klux klan
3566,19698,Porky's II: The Next Day,teenager
3566,19698,Porky's II: The Next Day,lust
3566,19698,Porky's II: The Next Day,mischief
3566,19698,Porky's II: The Next Day,religious fanatic
3566,19698,Porky's II: The Next Day,teaching
3566,19698,Porky's II: The Next Day,misadventure
3567,23919,Porky's 3: Revenge,student
3567,23919,Porky's 3: Revenge,teenager
3567,23919,Porky's 3: Revenge,mischief
3568,18835,Private School,sex
3568,18835,Private School,nudity
3568,18835,Private School,underwear
3568,18835,Private School,cult
3568,18835,Private School,bikini
3568,18835,Private School,friends
3568,18835,Private School,school
3568,18835,Private School,teenager
3568,18835,Private School,drag
3569,26554,Class of Nuke 'Em High,
3570,15239,The Toxic Avenger,corruption
3570,15239,The Toxic Avenger,mayor
3570,15239,The Toxic Avenger,anti hero
3570,15239,The Toxic Avenger,sadism
3570,15239,The Toxic Avenger,toxic
3570,15239,The Toxic Avenger,movie reference
3570,15239,The Toxic Avenger,person on fire
3570,15239,The Toxic Avenger,t shirt
3570,15239,The Toxic Avenger,workout
3570,15239,The Toxic Avenger,health club
3570,15239,The Toxic Avenger,rabid anger
3570,15239,The Toxic Avenger,disfigured face
3570,15239,The Toxic Avenger,superhero spoof
3570,15239,The Toxic Avenger,strong man
3570,15239,The Toxic Avenger,car run over
3571,28165,The Toxic Avenger Part II,japan
3571,28165,The Toxic Avenger Part II,new jersey
3571,28165,The Toxic Avenger Part II,sequel
3571,28165,The Toxic Avenger Part II,superhero
3571,28165,The Toxic Avenger Part II,gore
3571,28165,The Toxic Avenger Part II,spoof
3572,28169,The Toxic Avenger Part III: The Last Temptation of Toxie,nudity
3572,28169,The Toxic Avenger Part III: The Last Temptation of Toxie,satire
3572,28169,The Toxic Avenger Part III: The Last Temptation of Toxie,sequel
3572,28169,The Toxic Avenger Part III: The Last Temptation of Toxie,superhero
3572,28169,The Toxic Avenger Part III: The Last Temptation of Toxie,gore
3572,28169,The Toxic Avenger Part III: The Last Temptation of Toxie,camp
3572,28169,The Toxic Avenger Part III: The Last Temptation of Toxie,spoof
3573,15762,Night of the Creeps,female nudity
3573,15762,Night of the Creeps,monster
3573,15762,Night of the Creeps,spacecraft
3573,15762,Night of the Creeps,experiment
3573,15762,Night of the Creeps,nudity
3573,15762,Night of the Creeps,brain
3573,15762,Night of the Creeps,ax
3573,15762,Night of the Creeps,police
3573,15762,Night of the Creeps,murder
3573,15762,Night of the Creeps,alien
3573,15762,Night of the Creeps,sorority
3573,15762,Night of the Creeps,gore
3573,15762,Night of the Creeps,morgue
3573,15762,Night of the Creeps,undead
3573,15762,Night of the Creeps,serial killer
3573,15762,Night of the Creeps,decapitation
3573,15762,Night of the Creeps,zombie
3573,15762,Night of the Creeps,corpse
3573,15762,Night of the Creeps,teenager
3573,15762,Night of the Creeps,exploding head
3573,15762,Night of the Creeps,violence
3573,15762,Night of the Creeps,cult film
3573,15762,Night of the Creeps,fraternity
3573,15762,Night of the Creeps,parasite
3573,15762,Night of the Creeps,axe murder
3574,169,Predator 2,predator
3574,169,Predator 2,war on drugs
3574,169,Predator 2,extraterrestrial technology
3574,169,Predator 2,los angeles
3575,865,The Running Man,prison
3575,865,The Running Man,chase
3575,865,The Running Man,hunting human beings
3575,865,The Running Man,game show
3575,865,The Running Man,dystopia
3576,9663,Starman,places and planets
3576,9663,Starman,widow
3576,9663,Starman,lovers
3576,9663,Starman,alien
3576,9663,Starman,police car
3577,26889,The Brother from Another Planet,black people
3577,26889,The Brother from Another Planet,allegory
3577,26889,The Brother from Another Planet,hispanoamerican
3577,26889,The Brother from Another Planet,alien
3577,26889,The Brother from Another Planet,independent film
3578,10128,Alien Nation,living together
3578,10128,Alien Nation,delinquency
3578,10128,Alien Nation,cop
3579,9659,Mad Max,chain
3579,9659,Mad Max,baby
3579,9659,Mad Max,bridge
3579,9659,Mad Max,dystopia
3579,9659,Mad Max,matter of life and death
3579,9659,Mad Max,benzine
3579,9659,Mad Max,biker
3579,9659,Mad Max,partner
3579,9659,Mad Max,truck
3579,9659,Mad Max,motorcycle
3579,9659,Mad Max,motorcycle gang
3579,9659,Mad Max,exploding car
3580,8810,Mad Max 2: The Road Warrior,explosive
3580,8810,Mad Max 2: The Road Warrior,boomerang
3580,8810,Mad Max 2: The Road Warrior,pilot
3580,8810,Mad Max 2: The Road Warrior,chase
3580,8810,Mad Max 2: The Road Warrior,dystopia
3580,8810,Mad Max 2: The Road Warrior,deal
3580,8810,Mad Max 2: The Road Warrior,survivor
3580,8810,Mad Max 2: The Road Warrior,feral child
3580,8810,Mad Max 2: The Road Warrior,australia
3580,8810,Mad Max 2: The Road Warrior,community
3580,8810,Mad Max 2: The Road Warrior,truck
3580,8810,Mad Max 2: The Road Warrior,sequel
3580,8810,Mad Max 2: The Road Warrior,independent film
3580,8810,Mad Max 2: The Road Warrior,oil
3580,8810,Mad Max 2: The Road Warrior,wasteland
3580,8810,Mad Max 2: The Road Warrior,gang rape
3580,8810,Mad Max 2: The Road Warrior,motorcycle gang
3580,8810,Mad Max 2: The Road Warrior,violence
3580,8810,Mad Max 2: The Road Warrior,dog
3580,8810,Mad Max 2: The Road Warrior,desolate
3580,8810,Mad Max 2: The Road Warrior,oil refinery
3580,8810,Mad Max 2: The Road Warrior,disfigurement mask
3580,8810,Mad Max 2: The Road Warrior,music box
3580,8810,Mad Max 2: The Road Warrior,oil tanker
3580,8810,Mad Max 2: The Road Warrior,wanderer
3581,9355,Mad Max Beyond Thunderdome,arena
3581,9355,Mad Max Beyond Thunderdome,sandstorm
3581,9355,Mad Max Beyond Thunderdome,dystopia
3581,9355,Mad Max Beyond Thunderdome,oasis
3581,9355,Mad Max Beyond Thunderdome,sequel
3581,9355,Mad Max Beyond Thunderdome,post nuclear
3582,1727,Bird on a Wire,poison
3582,1727,Bird on a Wire,fbi
3582,1727,Bird on a Wire,zoo
3582,1727,Bird on a Wire,chase
3582,1727,Bird on a Wire,sexual attraction
3582,1727,Bird on a Wire,drugs and addiction
3582,1727,Bird on a Wire,machine gun
3583,635,Angel Heart,southern usa
3583,635,Angel Heart,amnesia
3583,635,Angel Heart,drug addiction
3583,635,Angel Heart,new orleans
3583,635,Angel Heart,neurosis
3583,635,Angel Heart,heart
3583,635,Angel Heart,fan
3583,635,Angel Heart,sanatorium
3583,635,Angel Heart,aggression by animal
3583,635,Angel Heart,vision
3583,635,Angel Heart,blood
3583,635,Angel Heart,church
3583,635,Angel Heart,drug
3583,635,Angel Heart,demon
3584,10068,Nine 1/2 Weeks,sexual obsession
3584,10068,Nine 1/2 Weeks,prostitute
3584,10068,Nine 1/2 Weeks,broker
3584,10068,Nine 1/2 Weeks,gallery owner
3585,11495,Firestarter,fire
3585,11495,Firestarter,telepathy
3585,11495,Firestarter,intelligence
3586,11428,Sleepwalkers,killing
3586,11428,Sleepwalkers,based on novel
3586,11428,Sleepwalkers,black humor
3586,11428,Sleepwalkers,incest
3587,10117,Action Jackson,showdown
3587,10117,Action Jackson,suspicion of murder
3587,10117,Action Jackson,boxer
3587,10117,Action Jackson,suspension
3587,10117,Action Jackson,organized crime
3587,10117,Action Jackson,shootout
3587,10117,Action Jackson,car chase
3587,10117,Action Jackson,detroit
3587,10117,Action Jackson,drug addict
3587,10117,Action Jackson,one against many
3587,10117,Action Jackson,megalomaniac
3587,10117,Action Jackson,maverick cop
3587,10117,Action Jackson,framed for murder
3587,10117,Action Jackson,bar fight
3587,10117,Action Jackson,exploding boat
3588,35936,Sarafina!,
3589,25562,Soapdish,tv show
3589,25562,Soapdish,soap opera
3590,51763,The Long Walk Home,
3591,73079,Clara's Heart,melodrama
3592,38921,Burglar,bookshop
3592,38921,Burglar,burglar
3592,38921,Burglar,suspicion of murder
3593,35463,Fatal Beauty,police
3594,9679,Gone in Sixty Seconds,brother brother relationship
3594,9679,Gone in Sixty Seconds,detective
3594,9679,Gone in Sixty Seconds,car race
3594,9679,Gone in Sixty Seconds,car thief
3594,9679,Gone in Sixty Seconds,blackmail
3594,9679,Gone in Sixty Seconds,brother
3594,9679,Gone in Sixty Seconds,remake
3594,9679,Gone in Sixty Seconds,heist
3594,9679,Gone in Sixty Seconds,betrayal
3594,9679,Gone in Sixty Seconds,organized crime
3594,9679,Gone in Sixty Seconds,shootout
3594,9679,Gone in Sixty Seconds,police chase
3594,9679,Gone in Sixty Seconds,explosion
3594,9679,Gone in Sixty Seconds,violence
3594,9679,Gone in Sixty Seconds,lock pick
3594,9679,Gone in Sixty Seconds,car chase
3594,9679,Gone in Sixty Seconds,stakeout
3594,9679,Gone in Sixty Seconds,illegal drugs
3594,9679,Gone in Sixty Seconds,car movie
3594,9679,Gone in Sixty Seconds,stolen cars
3594,9679,Gone in Sixty Seconds,ford mustang
3595,24587,American Pimp,pimp
3596,51333,Love's Labour's Lost,
3597,17771,Sunshine,holocaust
3597,17771,Sunshine,jewish life
3597,17771,Sunshine,russian front
3598,31610,Trixie,
3599,60005,American Virgin,
3600,10264,Hamlet,loss of father
3600,10264,Hamlet,prince
3600,10264,Hamlet,uncle
3600,10264,Hamlet,revenge
3600,10264,Hamlet,murder
3601,31657,Coming Home,wheelchair
3601,31657,Coming Home,vietnam
3601,31657,Coming Home,war
3601,31657,Coming Home,volunteer
3601,31657,Coming Home,love
3602,29204,American Pop,pop
3602,29204,American Pop,jazz
3602,29204,American Pop,tzar
3602,29204,American Pop,music
3602,29204,American Pop,mafia boss
3602,29204,American Pop,folk music
3602,29204,American Pop,music business
3602,29204,American Pop,songwriter
3602,29204,American Pop,stock footage
3602,29204,American Pop,adult animation
3602,29204,American Pop,music hall
3602,29204,American Pop,jazz band
3602,29204,American Pop,generational
3602,29204,American Pop,jewish mafia
3603,17814,Assault on Precinct 13,ambush
3603,17814,Assault on Precinct 13,street gang
3603,17814,Assault on Precinct 13,blackout
3603,17814,Assault on Precinct 13,siege
3603,17814,Assault on Precinct 13,police
3603,17814,Assault on Precinct 13,suspense
3603,17814,Assault on Precinct 13,survival
3603,17814,Assault on Precinct 13,shootout
3603,17814,Assault on Precinct 13,gunfight
3603,17814,Assault on Precinct 13,brutality
3603,17814,Assault on Precinct 13,convict
3603,17814,Assault on Precinct 13,police station
3603,17814,Assault on Precinct 13,silencer
3603,17814,Assault on Precinct 13,jail cell
3603,17814,Assault on Precinct 13,child murder
3604,11879,Near Dark,small town
3604,11879,Near Dark,motel
3604,11879,Near Dark,sunlight
3604,11879,Near Dark,vampire
3604,11879,Near Dark,victim
3604,11879,Near Dark,farm
3604,11879,Near Dark,kiss
3604,11879,Near Dark,gang leader
3604,11879,Near Dark,femme fatale
3604,11879,Near Dark,redneck
3604,11879,Near Dark,hitchhiker
3604,11879,Near Dark,exploding car
3604,11879,Near Dark,road movie
3604,11879,Near Dark,police raid
3604,11879,Near Dark,woman director
3604,11879,Near Dark,nomad
3605,21128,One False Move,arkansas
3605,21128,One False Move,suspense
3605,21128,One False Move,independent film
3605,21128,One False Move,los angeles
3606,482,Shaft,new york
3606,482,Shaft,black people
3606,482,Shaft,ghetto
3606,482,Shaft,daughter
3606,482,Shaft,police
3607,592,The Conversation,san francisco
3607,592,The Conversation,paranoia
3607,592,The Conversation,audio tape
3607,592,The Conversation,wiretap
3608,31593,Cutter's Way,california
3608,31593,Cutter's Way,prostitute
3608,31593,Cutter's Way,alcohol
3608,31593,Cutter's Way,vietnam
3608,31593,Cutter's Way,witness
3608,31593,Cutter's Way,party
3608,31593,Cutter's Way,revenge
3608,31593,Cutter's Way,murder
3608,31593,Cutter's Way,conspiracy
3608,31593,Cutter's Way,arson
3608,31593,Cutter's Way,crime
3608,31593,Cutter's Way,veteran
3608,31593,Cutter's Way,expose
3609,12611,The Fury,father son relationship
3609,12611,The Fury,middle east
3609,12611,The Fury,hotel
3609,12611,The Fury,based on novel
3609,12611,The Fury,beach
3609,12611,The Fury,telepathy
3609,12611,The Fury,kidnapping
3609,12611,The Fury,intelligence
3609,12611,The Fury,telekinesis
3609,12611,The Fury,slow motion scene
3609,12611,The Fury,shootout
3609,12611,The Fury,blood
3609,12611,The Fury,psychic
3609,12611,The Fury,violence
3609,12611,The Fury,exploding body
3609,12611,The Fury,amusement park
3609,12611,The Fury,government agent
3609,12611,The Fury,levitation
3610,14328,The Paper Chase,based on novel
3610,14328,The Paper Chase,harvard university
3610,14328,The Paper Chase,college
3610,14328,The Paper Chase,law student
3610,14328,The Paper Chase,study group
3610,14328,The Paper Chase,paper airplane
3610,14328,The Paper Chase,student mentor relationship
3610,14328,The Paper Chase,studying
3611,32047,Prince of the City,new york
3611,32047,Prince of the City,corruption
3611,32047,Prince of the City,1970s
3612,9040,Serpico,corruption
3612,9040,Serpico,hippie
3613,25364,Ace in the Hole,sheriff
3613,25364,Ace in the Hole,journalism
3613,25364,Ace in the Hole,new mexico
3613,25364,Ace in the Hole,satire
3613,25364,Ace in the Hole,rescue
3613,25364,Ace in the Hole,reporter
3613,25364,Ace in the Hole,trapped
3613,25364,Ace in the Hole,desert
3613,25364,Ace in the Hole,media hype
3613,25364,Ace in the Hole,newspaper man
3613,25364,Ace in the Hole,film noir
3614,43002,Lonely Are the Brave,loyalty
3614,43002,Lonely Are the Brave,modern society
3614,43002,Lonely Are the Brave,male friendship
3614,43002,Lonely Are the Brave,independence
3614,43002,Lonely Are the Brave,jail
3614,43002,Lonely Are the Brave,escape
3615,5121,The Sugarland Express,prison
3615,5121,The Sugarland Express,stadium
3615,5121,The Sugarland Express,texas
3615,5121,The Sugarland Express,hostage
3615,5121,The Sugarland Express,kidnapping
3615,5121,The Sugarland Express,adoption
3615,5121,The Sugarland Express,texas ranger
3615,5121,The Sugarland Express,police
3615,5121,The Sugarland Express,based on true story
3615,5121,The Sugarland Express,vulgarity
3615,5121,The Sugarland Express,convicted felon
3616,195,Trouble in Paradise,venice
3616,195,Trouble in Paradise,robbery
3616,195,Trouble in Paradise,jealousy
3616,195,Trouble in Paradise,widow
3616,195,Trouble in Paradise,approach
3616,195,Trouble in Paradise,secretary
3616,195,Trouble in Paradise,extramarital affair
3617,6978,Big Trouble in Little China,kung fu
3617,6978,Big Trouble in Little China,chinatown
3617,6978,Big Trouble in Little China,magic
3618,3133,Badlands,mass murder
3618,3133,Badlands,on the run
3618,3133,Badlands,fugitive
3618,3133,Badlands,killing spree
3618,3133,Badlands,gritty
3618,3133,Badlands,south dakota
3619,643,Battleship Potemkin,staircase
3619,643,Battleship Potemkin,russian revolution 1905
3619,643,Battleship Potemkin,odessa
3619,643,Battleship Potemkin,baby carriage
3619,643,Battleship Potemkin,panic
3619,643,Battleship Potemkin,violence
3619,643,Battleship Potemkin,rage
3619,643,Battleship Potemkin,sailor
3619,643,Battleship Potemkin,silent film
3619,643,Battleship Potemkin,revolt
3619,643,Battleship Potemkin,imperial russia
3619,643,Battleship Potemkin,insubordination
3620,10571,Boys and Girls,soulmates
3620,10571,Boys and Girls,new love
3620,10571,Boys and Girls,platonic love
3620,10571,Boys and Girls,lovers
3620,10571,Boys and Girls,girlfriend
3620,10571,Boys and Girls,model student
3620,10571,Boys and Girls,friendship
3620,10571,Boys and Girls,motherly love
3620,10571,Boys and Girls,student movie
3620,10571,Boys and Girls,student
3620,10571,Boys and Girls,university
3621,479,Shaft,corruption
3621,479,Shaft,black people
3621,479,Shaft,brother sister relationship
3621,479,Shaft,drug dealer
3621,479,Shaft,revenge
3621,479,Shaft,murder
3621,479,Shaft,violence
3621,479,Shaft,drug
3621,479,Shaft,police officer
3622,7450,Titan A.E.,monster
3622,7450,Titan A.E.,galaxy
3622,7450,Titan A.E.,dystopia
3622,7450,Titan A.E.,space
3622,7450,Titan A.E.,alien
3622,7450,Titan A.E.,animation
3623,31023,Butterfly,fascism
3623,31023,Butterfly,communist
3623,31023,Butterfly,latin
3623,31023,Butterfly,spanish civil war
3623,31023,Butterfly,friendship
3623,31023,Butterfly,atheist
3623,31023,Butterfly,teacher
3623,31023,Butterfly,coming of age
3624,25636,Jesus' Son,drug abuse
3624,25636,Jesus' Son,magic mushroom
3624,25636,Jesus' Son,dark comedy
3624,25636,Jesus' Son,independent film
